Poids,Volume,Conductivite,Opacite,Rigidite,Prix_Revente,Categorie,Rapport_Collecte,Source_Centre_Tri,Source_Collecte_Citoyenne,Source_Usine_A,Source_Usine_B
-0.7178658793266537,-0.5169418775018464,-0.14444685510476538,1.0667046990478612,-1.342922950250014,-1.1011572383819321,Papier,"Lot de papier récupéré dans un site non renseigné. Poids léger de 16.7 kg, volume moyen. Matériau souple, non conducteur, aspect très opaque. Bon état général.",0.0,1.0,0.0,0.0
-0.3285863982365463,-0.5581647205920758,-0.14444685510476538,1.6771977857224705,-0.6817722580122048,0.810429583594888,Plastique,"Lot plastique à l'Usine A. Volume 64.7 L, poids 47.3 kg. Aspect indéterminée, rigidité moyenne. Aucune trace de métal.",0.0,0.0,1.0,0.0
1.25547602343489,1.111830807340782,-0.14444685510476538,1.0196091917754273,1.3016798187012226,0.5570330323801143,Verre,"Bris de verre ou contenants en provenance de l'Usine B. Masse non mesuré kg. Matériau dense, rigidité élevée, transparence partielle. Légère contamination observée.",0.0,0.0,0.0,1.0
-0.8195613574884382,-0.8438313519752421,-0.14444685510476538,1.778834337858071,-1.342922950250014,-1.2943495572760844,Papier,"Feuilles et cartons collectés au Centre de Tri. Masse totale non mesuré kg. Matériau léger, souple et opaque. Lot conforme aux standards de tri.",1.0,0.0,0.0,0.0
-0.5469434280564257,-0.5927971070620157,-0.14444685510476538,1.0667046990478612,-0.5457547431655828,-1.1563763214127103,Papier,"Déchet de type papier identifié à l'Usine B. Volume estimé 59.5 L, poids non mesuré kg. Texture de rigidité non mesurée, très opaque.",0.0,0.0,0.0,1.0
-0.5109799668951991,-0.6952225564537373,-0.14444685510476538,-0.4956941221645701,-0.3511969118933002,0.10701448673694493,Plastique,"Déchet plastique collecté à l'Usine B. Poids 33.0 kg, volume 44.0 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide.",0.0,0.0,0.0,1.0
1.4603995007989337,1.6587004963143122,-0.14444685510476538,-1.3150875754152673,0.9711044725823181,1.2549181310357471,Verre,"Déchets en verre identifiés lors d'une collecte citoyenne. Poids 187.8 kg, volume 400.2 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",0.0,1.0,0.0,0.0
0.7524481211245465,0.6818404196934136,-0.14444685510476538,-1.3185307645966307,1.3016798187012226,0.4358371316892022,Verre,"Déchets en verre identifiés via la collecte citoyenne. Poids 132.2 kg, volume 252.3 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",0.0,1.0,0.0,0.0
-0.7178212483053996,-0.5122223384492953,-0.14444685510476538,1.0667046990478612,-1.342922950250014,-1.1010711768657033,Papier,"Feuilles et cartons collectés provenant de l'Usine A. Masse totale 16.7 kg. Matériau léger, souple et opaque. Matériau mélangé à d'autres déchets.",0.0,0.0,1.0,0.0
-0.7806493378947523,-0.6508543562950672,-0.14444685510476538,1.6952379062206386,-1.342922950250014,-1.2222219034206594,Papier,"Lot de papier récupéré via la collecte citoyenne. Poids léger de 11.8 kg, volume moyen. Matériau souple, non conducteur, aspect indéterminée. Bon état général.",0.0,1.0,0.0,0.0
-0.6721047528148628,-0.5136977923921477,-0.14444685510476538,1.0667046990478612,-0.6817722580122048,-1.0129165523908013,Papier,"Lot de papier récupéré à l'Usine A. Poids léger de 20.3 kg, volume moyen. Matériau souple, non conducteur, aspect très opaque. Bon état général.",0.0,0.0,1.0,0.0
-0.5062889952634247,-0.6442467708036745,-0.14444685510476538,-0.3611604410714632,-0.3511969118933002,0.12510558659857296,Plastique,"Déchet plastique collecté issu de la collecte citoyenne. Poids 33.3 kg, volume 51.7 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque.",0.0,1.0,0.0,0.0
1.1637172364701827,1.305893702545385,-0.14444685510476538,-0.9518355650475496,0.9711044725823181,0.9116646075147439,Verre,"Déchets en verre identifiés provenant de l'Usine A. Poids 164.5 kg, volume 346.8 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",0.0,0.0,1.0,0.0
-0.62033639905884,-0.3280835513656314,-0.14444685510476538,-0.45743778860809403,-0.31295569117577055,-0.3147271672486018,Plastique,"Déchets plastiques divers au centre de tri municipal. Poids estimé 24.4 kg. Opacité légèrement translucide, souplesse variable. Légère contamination observée.",1.0,0.0,0.0,0.0
-0.35898415090832986,-0.276423762507668,-0.14444685510476538,-0.6577390785428407,-0.3511969118933002,0.6931982672873321,Plastique,"Déchets plastiques divers au Centre de Tri. Poids estimé 44.9 kg. Opacité légèrement translucide, souplesse variable. Volume surestimé, vérification recommandée.",1.0,0.0,0.0,0.0
-0.5227421305050295,-0.5558465310753807,-0.14444685510476538,-0.2764548476779038,-0.3511969118933002,0.06165278064328353,Plastique,"Lot plastique en provenance de l'Usine A. Volume 65.1 L, poids 32.0 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",0.0,0.0,1.0,0.0
-0.8149679672004747,-1.135201497305446,-0.14444685510476538,1.0667046990478612,-0.6817722580122048,-1.2883981456386477,Papier,"Papier usagé au centre de tri municipal. Poids relevé : 9.1 kg. Faible rigidité, non conducteur. Matériau mélangé à d'autres déchets.",1.0,0.0,0.0,0.0
-0.5844409947195038,-0.8464479486655284,-0.14444685510476538,0.08246227871716107,-0.6817722580122048,-0.17629372627918347,Plastique,"Lot plastique provenant de l'Usine A. Volume 21.1 L, poids 27.2 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",0.0,0.0,1.0,0.0
-0.6948077455622743,-0.8205742264276308,-0.14444685510476538,-0.3038967067800555,-0.7510701188117144,-0.6019317534579495,Plastique,"Lot plastique à l'Usine A. Volume 25.0 L, poids 18.5 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",0.0,0.0,1.0,0.0
-0.8970780479480702,-0.9304810809780197,-0.14444685510476538,-0.8325533331591861,-0.3511969118933002,-0.6668754779458375,Plastique,"Plastique de tri sélectif en provenance de l'Usine A. Masse non mesuré kg. Matériau semi-rigide, faible conductivité. Acheminement prioritaire demandé.",0.0,0.0,1.0,0.0
-0.5622376516646849,-0.7402123585197532,-0.14444685510476538,-0.6641372861811922,-0.3511969118933002,-0.09066479308634212,Plastique,"Plastique de tri sélectif à l'Usine B. Masse 28.9 kg. Matériau semi-rigide, faible conductivité. Poids anormalement élevé pour cette catégorie.",0.0,0.0,0.0,1.0
1.2184444443122893,1.1364902818093303,-0.14444685510476538,-1.1905716567617335,1.3016798187012226,0.9749825377818989,Verre,Lot de verre trié issu de la collecte citoyenne. Masse 168.8 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Étiquetage absent sur le conteneur.,0.0,1.0,0.0,0.0
-0.5968791815013422,-0.7793815498373756,1.332647875074604,-0.8607399035397794,-0.6817722580122048,-0.22426256873468703,Plastique,"Lot plastique via la collecte citoyenne. Volume 31.2 L, poids 26.2 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",0.0,1.0,0.0,0.0
